mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.030153560638427734,0.009120737229430237,0.004797887802124023,0.0007485722771207975,lbfgs,{'solver': 'lbfgs'},0.79375,0.725,0.81875,0.73125,0.74375,0.7625,0.03708099243547831,6
0.011003398895263672,0.0018999974303714417,0.004046964645385742,0.0009499851683865703,liblinear,{'solver': 'liblinear'},0.8,0.7375,0.8125,0.73125,0.74375,0.7649999999999999,0.034141250709369166,1
0.02633943557739258,0.0033282902198113994,0.004199409484863281,0.00039940076775600786,newton-cg,{'solver': 'newton-cg'},0.8,0.725,0.81875,0.7375,0.74375,0.7649999999999999,0.03720719016534304,1
0.019406223297119142,0.015290411284326033,0.0038196563720703123,0.0011531286991080174,newton-cholesky,{'solver': 'newton-cholesky'},0.8,0.725,0.81875,0.7375,0.74375,0.7649999999999999,0.03720719016534304,1
0.025980663299560548,0.002101011381241191,0.0038129329681396485,0.0007672567049105924,sag,{'solver': 'sag'},0.8,0.725,0.81875,0.7375,0.74375,0.7649999999999999,0.03720719016534304,1
0.05027904510498047,0.007241913477558123,0.005400276184082032,0.0008011588080947963,saga,{'solver': 'saga'},0.8,0.725,0.81875,0.73125,0.74375,0.76375,0.038201766974840325,5
